 l	b	Vlsr	...
 23.00   -0.10    78.00  -100000     12.60    51.286  kfar   dect86  10.7    4.4    36.98  10.2    4.2    33.61   10.9   4.5   38.38 
 23.00   -0.40    74.00   2901.00  12.80   176.961  kfar   srby87  10.9    4.5   128.32  10.3    4.3   114.59   11.0   4.6  130.69 
 23.00    0.00    81.00    202.00  12.40    12.322  kfar   srby87  10.6    4.3     9.00  10.1    4.1     8.17   10.8   4.4    9.35 
 23.10    0.60    38.00      3.30   3.20     0.201  knear  srby87   2.9    5.9     0.17   2.8    5.6     0.15    2.8   6.0    0.15 
 23.30   -0.30    64.00  -100000      4.00      0.450  knear  tllw07  4.3    4.9      0.52   4.0    4.6     0.45   4.0    5.0    0.45 
 23.40   -0.25   102.00    258.00  11.00    15.738  ktan   srby87  -100000 -100000  -100000    -100000 -100000  -100000    -100000  -100000 -100000  
 23.50   -0.40    73.00     21.80   5.50     1.330  knear  srby87   4.7    4.6     0.97   4.3    4.4     0.81    4.4   4.8    0.85 
 23.55    0.20    82.00    280.00  12.30    17.080  kfar   srby87  10.5    4.3    12.45  10.0    4.1    11.29   10.7   4.4   12.93 
 23.70    0.50    82.00      9.70   6.10     0.592  knear  srby87   5.1    4.4     0.41   4.7    4.2     0.35    4.7   4.6    0.35 
 23.80    0.10    98.00  -100000      7.10    28.840  knear  dect86   5.8    4.0    19.25   5.3    3.8    16.07    5.3   4.2   16.07 
 23.95    0.15    79.00     15.00   5.80     0.915  knear  srby87   4.9    4.5     0.65   4.6    4.2     0.58    4.6   4.7    0.58 
 24.20   -0.05    88.00     90.70  11.90     5.533  kfar   srby87  10.2    4.2     4.07   9.7    4.1     3.68   10.4   4.4    4.23 
 24.40   -0.25    60.00    111.00  13.60     6.771  kfar   srby87  11.4    5.1     4.76  10.8    4.8     4.27   11.5   5.1    4.84 
 24.45   -0.80    56.00      4.80   4.30     0.293  knear  srby87   3.9    5.2     0.24   3.6    5.0     0.21    3.7   5.4    0.22 
 24.45    0.25   120.00   1095.00   9.10    66.795  ktan   srby87  -100000 -100000  -100000    -100000 -100000  -100000    -100000  -100000 -100000  
 24.45   -0.50    44.00     98.50   3.50     6.008  knear  srby87   3.2    5.7     5.02   3.0    5.4     4.41    3.1   5.8    4.71 
 24.50    0.20    38.00     78.20  15.10     4.770  kfar   srby87  12.6    6.0     3.32  11.9    5.7     2.96   12.5   5.9    3.27 
 24.50   -0.15    44.00     21.50   3.50     1.311  knear  srby87   3.2    5.7     1.10   3.0    5.4     0.96    3.1   5.8    1.03 
 24.50   -0.70    47.00     11.80   3.70     0.720  knear  srby87   3.4    5.6     0.61   3.2    5.3     0.54    3.2   5.7    0.54 
 24.50   -0.25   101.00    157.00  10.90     9.577  kfar   srby87   9.6    4.0     7.43   9.1    3.8     6.68    9.9   4.1    7.90 
 24.55   -0.50    61.00     35.00   4.80     2.135  knear  srby87   4.1    5.1     1.56   3.8    4.8     1.34    3.9   5.2    1.41 
 24.60   -0.15    83.00    212.00  12.10    12.932  kfar   srby87  10.4    4.4     9.55   9.8    4.2     8.48   10.5   4.5    9.74 
 24.65   -0.10   114.00     63.40   9.10     3.867  ktan   srby87  -100000 -100000  -100000    -100000 -100000  -100000    -100000  -100000 -100000  
 25.20    0.15   105.00     85.90   9.10     5.240  ktan   srby87  -100000 -100000  -100000    -100000 -100000  -100000    -100000  -100000 -100000  
 25.25    0.30    47.00    161.00  14.40     9.821  kfar   srby87  12.0    5.7     6.82  11.3    5.3     6.05   12.0   5.6    6.82 
 25.30   -0.50    55.00  -100000     13.90    47.863  kfar   dect86  11.6    5.3    33.33  10.9    5.0    29.43   11.6   5.4   33.33 
 25.45   -0.20    65.00    620.00  13.20    37.820  kfar   srby87  11.1    5.0    26.74  10.5    4.7    23.93   11.2   5.1   27.23 
 25.45   -0.20   120.00     32.20   9.00     1.964  ktan   srby87  -100000 -100000  -100000    -100000 -100000  -100000    -100000  -100000 -100000  
 25.55   -0.40   116.00     10.40   9.00     0.634  ktan   srby87  -100000 -100000  -100000    -100000 -100000  -100000    -100000  -100000 -100000  
 25.65   -0.10    94.00    793.00  11.50    48.373  kfar   srby87   9.7    4.2    34.42   9.3    4.0    31.64   10.0   4.3   36.58 
 25.70   -0.15   109.00    133.00   9.00     8.113  ktan   srby87  -100000 -100000  -100000    -100000 -100000  -100000    -100000  -100000 -100000  
 25.80    0.45    48.00     34.70   3.70     2.117  knear  srby87   3.4    5.7     1.79   3.2    5.3     1.58    3.2   5.8    1.58 
 25.80    0.25   109.00    347.00   9.00    21.167  ktan   srby87  -100000 -100000  -100000    -100000 -100000  -100000    -100000  -100000 -100000  
 25.90    0.20    69.00      4.50   5.10     0.274  knear  srby87   4.4    4.9     0.20   4.1    4.7     0.18    4.2   5.1    0.19 
 25.90   -0.15   107.00    273.00   9.00    16.653  ktan   srby87  -100000 -100000  -100000    -100000 -100000  -100000    -100000  -100000 -100000  
 25.95   -0.60    63.00      9.40   4.70     0.573  knear  srby87   4.1    5.1     0.44   3.9    4.8     0.39    3.9   5.3    0.39 
 26.20    0.10    71.00     17.30   5.20     1.055  knear  srby87   4.5    4.9     0.79   4.2    4.6     0.69    4.2   5.1    0.69 
 26.35    0.80    47.00      5.30   3.60     0.323  knear  srby87   3.3    5.7     0.27   3.1    5.4     0.24    3.2   5.8    0.26 
 26.50   -0.60    67.00     93.50   4.90     5.703  knear  srby87   4.3    5.0     4.39   4.0    4.8     3.80    4.1   5.2    3.99 
 26.55   -0.30   108.00     39.50   8.90     2.409  ktan   srby87  -100000 -100000  -100000    -100000 -100000  -100000    -100000  -100000 -100000  
 26.60    0.00    26.00    186.00  15.80    11.346  kfar   srby87  13.2    6.8     7.92  12.4    6.3     6.99   13.0   6.6    7.68 
 26.65    0.00   100.00    222.00   9.60    13.542  ktan   srby87  -100000 -100000  -100000    -100000 -100000  -100000    -100000  -100000 -100000  
 26.65    0.00   112.00     23.90   8.90     1.458  ktan   srby87  -100000 -100000  -100000    -100000 -100000  -100000    -100000  -100000 -100000  
 26.70    0.50    86.00     13.40   6.20     0.817  knear  srby87   5.2    4.5     0.57   4.8    4.3     0.49    4.8   4.7    0.49 
 26.90    0.10    91.00     44.40   6.50     2.708  knear  srby87   5.5    4.4     1.94   5.0    4.2     1.60    5.1   4.6    1.67 
 26.95   -0.40    69.00      5.70   5.00     0.348  knear  srby87   4.4    5.0     0.27   4.1    4.7     0.23    4.1   5.2    0.23 
 26.95   -0.10    81.00     22.10   5.80     1.348  knear  srby87   5.0    4.6     1.00   4.6    4.4     0.85    4.6   4.8    0.85 
 27.05   -0.15   101.00     21.50   8.90     1.311  ktan   srby87  -100000 -100000  -100000    -100000 -100000  -100000    -100000  -100000 -100000  
 27.25    0.15    33.00    148.00  15.20     9.028  kfar   srby87  12.7    6.4     6.30  11.9    6.0     5.53   12.5   6.3    6.11 
 27.30   -0.30    72.00     14.50   5.20     0.884  knear  srby87   4.5    4.9     0.66   4.2    4.7     0.58    4.3   5.1    0.60 
 27.35   -0.15    93.00     18.00   6.60     1.098  knear  srby87   5.6    4.4     0.79   5.1    4.2     0.66    5.1   4.6    0.66 
 27.50    0.20    36.00     46.10  15.00     2.812  kfar   srby87  12.5    6.3     1.95  11.7    5.9     1.71   12.4   6.2    1.92 
 27.50    0.15    95.00    167.00  10.90    10.187  kfar   srby87   9.4    4.3     7.58   9.0    4.1     6.95    9.7   4.5    8.07 
 27.65    0.10    83.00     32.10   5.90     1.958  knear  srby87   5.1    4.6     1.46   4.7    4.4     1.24    4.7   4.8    1.24 
 27.75    0.10   101.00    141.00   8.90     8.601  ktan   srby87  -100000 -100000  -100000    -100000 -100000  -100000    -100000  -100000 -100000  
 28.20   -0.05    95.00    150.00  10.80     9.150  kfar   srby87   9.3    4.4     6.78   8.8    4.2     6.07    9.6   4.5    7.23 
 28.30   -0.35    47.00     18.60   3.50     1.135  knear  srby87   3.2    5.9     0.95   3.0    5.5     0.83    3.1   6.0    0.89 
 28.30   -0.10    81.00    186.00   5.80    11.346  knear  srby87   5.0    4.7     8.43   4.6    4.5     7.14    4.6   4.9    7.14 
 28.60    0.05   100.00    141.00   8.80     8.601  ktan   srby87  -100000 -100000  -100000    -100000 -100000  -100000    -100000  -100000 -100000  
 28.60    0.20    79.00     68.10  11.90     4.154  kfar   srby87  10.0    4.8     2.93   9.5    4.6     2.65   10.2   4.9    3.05 
 28.80   -0.10    80.00  -100000      5.70    21.380  knear  dect86   4.9    4.8    15.80   4.6    4.6    13.92    4.6   5.0   13.92 
 28.85   -0.25    88.00     94.40   6.30     5.758  knear  srby87   5.4    4.6     4.23   4.9    4.4     3.48    4.9   4.8    3.48 
 28.95   -0.65    51.00      7.60   3.80     0.464  knear  srby87   3.4    5.7     0.37   3.2    5.4     0.33    3.3   5.8    0.35 
 29.00    0.05    98.00    255.00   8.80    15.555  ktan   srby87  -100000 -100000  -100000    -100000 -100000  -100000    -100000  -100000 -100000  
 29.10   -0.30    94.00    223.00   7.10    13.603  knear  srby87   5.7    4.5     8.77   5.2    4.3     7.30    5.2   4.7    7.30 
 29.35   -0.45    77.00    141.00   5.40     8.601  knear  srby87   4.8    4.9     6.80   4.4    4.7     5.71    4.5   5.1    5.97 
 29.35   -0.55    64.00     25.70   4.60     1.568  knear  srby87   4.1    5.3     1.25   3.8    5.0     1.07    3.9   5.5    1.13 
 29.55    0.20    79.00     87.40   5.60     5.331  knear  srby87   4.9    4.9     4.08   4.5    4.6     3.44    4.6   5.1    3.60 
 29.60   -0.60    75.00    274.00  12.10    16.714  kfar   srby87  10.1    5.0    11.65   9.6    4.7    10.52   10.2   5.1   11.88 
 29.85   -0.05   100.00    350.00   8.70    21.350  ktan   srby87  -100000 -100000  -100000    -100000 -100000  -100000    -100000  -100000 -100000  
 29.90    0.10    40.00     44.00  14.40     2.684  kfar   srby87  12.0    6.2     1.86  11.2    5.9     1.62   11.9   6.2    1.83 
 29.90   -0.80    83.00     17.50   5.90     1.067  knear  srby87   5.1    4.8     0.80   4.7    4.6     0.68    4.8   5.0    0.71 
 30.30   -0.25   105.00    265.00   8.60    16.165  ktan   srby87  -100000 -100000  -100000    -100000 -100000  -100000    -100000  -100000 -100000  
 30.40    0.45    45.00      2.00   3.30     0.122  knear  srby87   3.1    6.1     0.11   2.9    5.7     0.09    3.0   6.1    0.10 
 30.55    0.35    95.00     79.40   8.60     4.843  ktan   srby87  -100000 -100000  -100000    -100000 -100000  -100000    -100000  -100000 -100000  
 30.60   -0.05    43.00    321.00  14.10    19.581  kfar   srby87  11.7    6.2    13.48  11.0    5.8    11.92   11.6   6.1   13.25 
 30.60   -0.45    94.00     75.70  10.30     4.618  kfar   srby87   8.8    4.6     3.37   8.4    4.4     3.07    9.1   4.7    3.60 
 30.60   -0.10   115.00     56.90   8.60     3.471  ktan   srby87   7.3    4.3     2.50   6.9    4.1     2.23  -100000  -100000 -100000  
 30.80   -0.05    92.00    766.00   6.80    46.726  knear  srby87   5.7    4.6    32.83   5.2    4.4    27.32    5.2   4.8   27.32 
 30.85   -0.15    53.00      8.20   3.90     0.500  knear  srby87   3.5    5.8     0.40   3.3    5.4     0.36    3.3   5.9    0.36 
 30.90   -0.60   102.00     13.10   8.60     0.799  ktan   srby87  -100000 -100000  -100000    -100000 -100000  -100000    -100000  -100000 -100000  
 30.95    0.10    40.00    237.00  14.20    14.457  kfar   srby87  11.8    6.3     9.98  11.1    5.9     8.83   11.7   6.2    9.81 
 30.95    0.40    77.00     29.70   5.50     1.812  knear  srby87   4.8    5.0     1.38   4.5    4.8     1.21    4.5   5.2    1.21 
 31.00    0.00    48.00  -100000     13.70    28.184  kfar   dect86  11.4    6.0    19.52  10.7    5.6    17.19   11.3   5.9   19.17 
 31.30    0.00    79.00     41.90   5.60     2.556  knear  srby87   4.9    5.0     1.96   4.6    4.7     1.72    4.6   5.2    1.72 
 31.40    0.00    39.00    514.00  14.20    31.354  kfar   srby87  11.8    6.4    21.65  11.1    6.0    19.16   11.7   6.3   21.29 
 31.40   -0.25    88.00     30.20  10.70     1.842  kfar   srby87   9.0    4.8     1.30   8.6    4.5     1.19    9.3   4.9    1.39 
 31.45    0.05   104.00    102.00   8.50     6.222  ktan   srby87   7.3    4.4     4.59  -100000 -100000  -100000    -100000  -100000 -100000  
 31.95   -0.30    97.00     49.30   8.50     3.007  ktan   srby87  -100000 -100000  -100000    -100000 -100000  -100000    -100000  -100000 -100000  
 32.00    0.00    98.00    166.00   8.50    10.126  ktan   srby87  -100000 -100000  -100000    -100000 -100000  -100000    -100000  -100000 -100000  
 32.45    0.20    51.00     34.30  13.30     2.092  kfar   srby87  11.0    5.9     1.43  10.3    5.6     1.25   10.9   5.9    1.41 
 32.60   -0.25    90.00    565.00  10.30    34.465  kfar   srby87   8.6    4.8    24.03   8.2    4.6    21.84    8.9   4.9   25.73 
 33.35   -0.55    92.00     36.50   8.40     2.226  ktan   srby87  -100000 -100000  -100000    -100000 -100000  -100000    -100000  -100000 -100000  
 33.40    0.00    75.00    167.00  11.40    10.187  kfar   srby87   9.4    5.2     6.93   8.9    4.9     6.21    9.6   5.3    7.22 
 33.45   -0.10    87.00    191.00  10.30    11.651  kfar   srby87   8.6    4.9     8.12   8.2    4.7     7.38    8.9   5.0    8.70 
 33.65    0.20    42.00     48.90  13.60     2.983  kfar   srby87  11.3    6.3     2.06  10.6    6.0     1.81   11.2   6.3    2.02 
 33.80   -0.20    48.00    138.00  13.20     8.418  kfar   srby87  10.9    6.1     5.74  10.3    5.7     5.13   10.9   6.1    5.74 
 33.85    0.00    89.00     57.30  10.00     3.495  kfar   srby87   8.3    4.9     2.41   7.9    4.6     2.18    8.7   5.0    2.65 
 33.90    0.10   106.00    182.00   8.30    11.102  ktan   srby87   7.1    4.7     8.12   6.6    4.5     7.02    7.0   4.7    7.90 
 34.15   -0.10    89.00     40.40   8.30     2.464  ktan   srby87  -100000 -100000  -100000    -100000 -100000  -100000    -100000  -100000 -100000  
 34.25    0.10    53.00     50.90   3.70     3.105  knear  srby87   3.5    6.0     2.78   3.3    5.6     2.47    3.3   6.0    2.47 
 34.35   -0.85    13.00      2.50   0.90     0.152  knear  srby87   0.9    7.8     0.15   0.9    7.2     0.15    1.1   7.6    0.23 
 34.40   -0.20    53.00      6.70   3.70     0.409  knear  srby87   3.5    6.0     0.37   3.3    5.6     0.33    3.3   6.0    0.33 
 34.65   -0.80    55.00     37.50   3.90     2.287  knear  srby87   3.6    5.9     1.95   3.4    5.6     1.74    3.5   6.0    1.84 
 34.70   -0.70    46.00    230.00   3.30    14.030  knear  srby87   3.1    6.2    12.38   2.9    5.9    10.83    3.0   6.3   11.60 
 34.80   -0.15    76.00     38.90   5.60     2.373  knear  srby87   4.9    5.3     1.82   4.6    5.0     1.60    4.6   5.4    1.60 
 35.05    0.30    51.00     44.10   3.60     2.690  knear  srby87   3.4    6.1     2.40   3.2    5.7     2.13    3.2   6.1    2.13 
 35.15   -0.75    35.00     30.80   3.30     1.879  knear  srby87   2.4    6.7     0.99   2.3    6.3     0.91    2.4   6.7    0.99 
